 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
abide 6.97512423855e-103 0.00669665241766 1.22228409321e-102 1.15836030144e-102 7.82954922414e-103 6.68686800345e-103 8.52665319068e-103 8.29329053346e-103 9.18191638339e-103 1.18352650727e-102 6.58920384791e-103 6.63123391187e-103 8.05712626552e-103 8.66648167942e-103 1.47697031191e-102 6.46530857403e-103 9.01194006519e-103 9.23191944209e-103 1.01033857653e-102 9.53031944704e-103
about 6.97512423855e-103 0.00669665241766 1.22228409321e-102 1.15836030144e-102 7.82954922414e-103 6.68686800345e-103 8.52665319068e-103 8.29329053346e-103 9.18191638339e-103 1.18352650727e-102 6.58920384791e-103 6.63123391187e-103 8.05712626552e-103 8.66648167942e-103 1.47697031191e-102 6.46530857403e-103 9.01194006519e-103 9.23191944209e-103 1.01033857653e-102 9.53031944704e-103
absence 6.97512423855e-103 6.69665241766e-103 1.22228409321e-102 1.15836030144e-102 7.82954922414e-103 6.68686802229e-103 8.52665319068e-103 8.29329053346e-103 9.18191638339e-103 1.18352650727e-102 6.58920384791e-103 6.63123391187e-103 8.05712626552e-103 8.66648167942e-103 1.47697031191e-102 6.46530857403e-103 9.01194006519e-103 9.23191944209e-103 0.0101033857653 9.53031944704e-103
absent 6.97512423855e-103 6.69665241766e-103 0.0122228409321 0.0115836030144 7.82954922414e-103 6.68686800345e-103 8.52665319068e-103 8.29329053346e-103 9.18191638339e-103 1.18352650727e-102 6.58920384791e-103 6.63123391187e-103 8.05712626552e-103 8.66648167942e-103 1.47697031191e-102 6.46530857403e-103 9.01194006519e-103 9.23191944209e-103 1.01033857653e-102 3.69584824951e-65
abundance 6.97512423855e-103 6.69665241766e-103 1.22228409321e-102 1.15836030144e-102 7.82954922414e-103 6.68686800345e-103 8.52665319068e-103 8.29329053346e-103 0.00918191638339 1.18352650727e-102 6.58920384791e-103 6.63123391187e-103 8.05712626552e-103 8.66648167942e-103 1.47697031191e-102 6.46530857403e-103 9.01194006519e-103 9.23191944209e-103 1.01033857653e-102 9.53031944704e-103
action 6.97512423855e-103 6.69665241766e-103 1.22228409321e-102 1.15836030144e-102 7.82954922414e-103 4.55161841509e-45 8.52665319068e-103 8.29329053346e-103 1.54710104519e-67 1.18352650727e-102 6.58920384791e-103 6.63123391187e-103 0.00799107051556 9.89118435116e-33 1.48156532282e-102 6.46530857403e-103 0.00906990672344 0.00924822503547 1.01033857653e-102 9.41985665165e-53
active 6.97512423855e-103 6.69665241766e-103 1.22228409321e-102 1.15836030144e-102 7.82954922414e-103 6.68686800345e-103 8.52665319068e-103 8.29329053346e-103 9.18191638339e-103 1.18352650727e-102 6.58920384791e-103 6.63123391187e-103 8.05712626794e-103 8.66648167942e-103 0.0147697031191 6.46530857403e-103 9.12838466582e-103 9.28139761919e-103 1.01033857653e-102 2.09938798252e-100
added 6.97512423855e-103 6.69665241766e-103 1.22228409321e-102 1.15836030144e-102 7.82954922414e-103 6.68686800345e-103 8.52665319068e-103 0.00829329053346 2.36403272307e-43 1.18352650727e-102 6.58920384791e-103 6.63123391187e-103 8.05712626552e-103 8.66648167942e-103 1.30518961971e-32 6.46530857403e-103 9.01194247746e-103 9.24882329718e-103 1.01033857653e-102 9.53031944704e-103
addition 6.97512423855e-103 6.69665241766e-103 1.22228409321e-102 1.15836030144e-102 7.82954922414e-103 6.68686800345e-103 8.52665319068e-103 8.29329053346e-103 9.18191638339e-103 1.18352650727e-102 6.58920384791e-103 6.63123391187e-103 8.05712626552e-103 8.66648167942e-103 1.47697031191e-102 6.46530857403e-103 0.00901194006519 9.23191944209e-103 1.01033857653e-102 9.53031944704e-103
admit 6.97512423855e-103 6.69665241766e-103 1.22228409321e-102 1.15836030144e-102 7.82954922414e-103 6.68686800345e-103 8.52665319068e-103 8.29329053346e-103 9.18191638339e-103 1.18352650727e-102 6.58920384791e-103 0.00663123391187 8.05712626552e-103 8.66648167942e-103 1.47697031191e-102 6.46530857403e-103 9.01194006519e-103 9.23191944209e-103 1.01033857653e-102 9.53031944704e-103
