 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
above 4.68805958818e-41 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 2.66157845996e-20 4.4466530863e-103 0.00575395571129 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 0.0138150755724 1.2121578636e-102 1.6345501339e-102 1.1953361136e-102 0.00605692692012
absence 5.33107308467e-103 1.44901339854e-102 1.60490155787e-102 7.10759524239e-103 0.012332745484 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.21531619775e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
acceptance 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 0.00751981753231 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
account 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 0.00575395571129 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
accusing 5.33107308474e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639352e-103 7.68010709124e-103 7.47293857055e-103 0.0044466530863 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533628012e-102 6.08807394211e-103
acquaintance 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 0.0044466530863 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
adieu 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 0.00768010709124 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
advantage 0.00533107308467 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 3.60319312631e-51
after 5.33107308467e-103 0.0144901339854 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 3.14231317975e-73 7.68010709124e-103 7.47293857055e-103 0.0044466530863 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 0.00751981753231 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05816114326e-103
again 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 0.0153602141825 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 0.016345501339 1.19533608884e-102 6.05692692012e-103
against 2.28484843012e-39 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 0.0137431932436 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 0.012145369123
age 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 0.0115079114226 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 0.0192746296712 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
aid 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150761099e-102 1.2121578636e-102 1.63456519266e-102 0.0119533608884 6.05692692012e-103
air 5.33107308467e-103 1.44901339854e-102 0.0160445071509 7.10759524239e-103 1.17525476273e-47 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
all 2.5199633756e-41 2.6962436944e-59 1.60445071509e-102 0.0143319857505 1.23327455407e-102 0.048406379917 7.68010709124e-103 0.001039784575 0.0177605553154 5.75395571129e-103 7.74438883894e-103 3.25862636437e-74 7.5198175379e-103 9.63731484419e-103 1.41771738013e-102 0.0274821542496 1.21222769927e-102 0.0404188685156 2.66855544204e-90 0.006063664239
almost 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 0.0044466530863 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
aloft 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 0.00747293857055 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.5224516195e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
alone 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 0.0123914090766 7.47293857055e-103 4.4466530863e-103 0.00797819202621 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
although 0.0058345764184 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 5.79749845844e-73 0.0115417958609
altring 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.73428593325e-68 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 0.00774438883892 9.15764513064e-69 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.63476641507e-102 1.19533608884e-102 6.05692692012e-103
am 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 0.00747293857055 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
amazeth 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 0.00768010709124 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
amen 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 0.00768010709124 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
among 0.00533107308467 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533608884e-102 6.05692692012e-103
an 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 0.00710759524239 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 0.00963731483562 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19534426793e-102 6.05692692012e-103
anchored 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 0.00710759524239 1.2332745484e-102 7.57876639336e-103 7.68010709124e-103 7.47293857055e-103 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51981753231e-103 1.42514297553e-96 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19555321798e-102 6.05692692012e-103
and 0.153064587465 7.8898162764e-22 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 4.67284587683e-95 7.68010709124e-103 0.0779400198334 4.4466530863e-103 5.75395571129e-103 7.74438886822e-103 9.95786692969e-103 7.51981753231e-103 9.63731483996e-103 3.07564580882e-47 0.088032465596 1.21215786644e-102 3.23152664946e-79 0.133061299015 0.0869452366975
anew 5.33107308467e-103 1.44901339854e-102 1.60445071509e-102 7.10759524239e-103 1.2332745484e-102 7.57876639584e-103 7.68010709124e-103 0.00747293857055 4.4466530863e-103 5.75395571129e-103 7.74438883892e-103 9.95786692969e-103 7.51984646852e-103 9.63731483562e-103 1.41771738013e-102 1.38150755724e-102 1.2121578636e-102 1.6345501339e-102 1.19533609048e-102 6.05692692012e-103
