 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
above 8.93878346955e-103 1.72411232104e-102 5.32731084382e-103 8.66102824426e-103 1.5652802076e-102 1.08550793677e-102 7.41926176548e-103 5.690435286e-103 7.62647159765e-103 1.58050543406e-102 0.0128955565662 7.62323231301e-103 3.2403743374e-60 1.04528597156e-71 1.28287861465e-102 5.12822791735e-103 9.03324549866e-103 1.3496906353e-102 5.69186609614e-103 4.08131180518e-103
absence 8.93878346955e-103 1.72411232104e-102 5.32638659355e-103 8.66102824426e-103 1.5652802076e-102 1.08550793677e-102 0.00741926176548 5.690435286e-103 7.62456139505e-103 1.57996514631e-102 1.28955565662e-102 7.62323231301e-103 9.31327698059e-103 8.59167209012e-103 1.28287861465e-102 5.12822791735e-103 9.03324549866e-103 1.3496906353e-102 5.69159807049e-103 4.08131175859e-103
absent 8.93878346955e-103 1.72411232104e-102 5.32638659355e-103 8.66102824426e-103 1.5652802076e-102 1.08550793677e-102 7.41926176548e-103 5.690435286e-103 7.62456139505e-103 0.0157996514631 1.28955565662e-102 7.62323231301e-103 9.31346285414e-103 8.59167210436e-103 1.28287861465e-102 5.12822791735e-103 9.03324550126e-103 1.3496906353e-102 5.69159807049e-103 4.08131176024e-103
account 8.93878346955e-103 1.72411232104e-102 5.32638659355e-103 8.66102824426e-103 1.5652802076e-102 0.0108550793677 7.41926176548e-103 5.690435286e-103 7.62456139505e-103 1.57996514631e-102 1.28955565662e-102 7.62323231301e-103 9.31327698059e-103 3.31838037152e-34 1.28287861465e-102 5.12822791735e-103 9.03324549866e-103 1.3496906353e-102 5.69159807049e-103 4.08131184134e-103
accuse 8.93878346955e-103 1.72411232104e-102 0.00532638659355 8.66102824426e-103 1.5652802076e-102 1.08550793677e-102 7.41926176548e-103 5.690435286e-103 7.62456139505e-103 1.57996514631e-102 1.28955565662e-102 7.62323231301e-103 9.31327698059e-103 8.59167209012e-103 1.28287861465e-102 5.12822791735e-103 9.03324549866e-103 1.3496906353e-102 5.69159807057e-103 4.08131175859e-103
achieve 8.93878346955e-103 0.0172411232104 5.32638659355e-103 8.66102824426e-103 1.5652802076e-102 1.08550793677e-102 7.41926176548e-103 5.690435286e-103 7.62456139505e-103 1.57996514631e-102 1.28955565662e-102 7.62323231301e-103 9.31327698059e-103 8.59167209012e-103 1.28287861465e-102 5.12822791735e-103 9.03324549866e-103 1.3496906353e-102 5.69159807049e-103 4.08131175859e-103
acquainted 8.93878346955e-103 0.0172411232104 5.32638659355e-103 8.66102824426e-103 1.5652802076e-102 1.08550793677e-102 7.41926176548e-103 5.690435286e-103 7.62456139505e-103 1.57996514631e-102 1.28955565662e-102 7.62323231301e-103 9.31327698059e-103 8.59167209012e-103 1.28287861465e-102 5.12822791735e-103 9.03324549866e-103 1.3496906353e-102 5.69159807049e-103 4.08131175859e-103
act 8.93878346955e-103 1.72411232104e-102 5.32638659389e-103 8.66102824788e-103 1.5652802076e-102 1.08550793677e-102 7.41926176548e-103 0.005690435286 7.62456139507e-103 1.57996515169e-102 1.28955565662e-102 7.62323231301e-103 9.31327698059e-103 8.5916720923e-103 1.28287861465e-102 5.12822791735e-103 9.03324549866e-103 1.3496906353e-102 5.69159807049e-103 4.08131175859e-103
actor 8.93878346955e-103 1.72411232104e-102 5.32638659355e-103 8.66102824426e-103 1.5652802076e-102 1.35140299378e-60 7.41926176548e-103 5.690435286e-103 7.62456139505e-103 1.57996514631e-102 1.28955565662e-102 7.62323231301e-103 9.31327698059e-103 3.17461847905e-70 1.28287861465e-102 5.12822791735e-103 9.03324549866e-103 0.013496906353 5.69159807049e-103 4.08131175871e-103
admitted 8.93878346955e-103 1.72411232104e-102 5.32638659355e-103 8.66102824426e-103 1.5652802076e-102 1.08550793677e-102 7.41927177109e-103 5.690435286e-103 7.62456139505e-103 1.57996514631e-102 1.28955565662e-102 1.02280240634e-34 9.31327698059e-103 8.59167209012e-103 0.0128287861465 5.12822791735e-103 9.03324549866e-103 1.3496906353e-102 5.69159807049e-103 4.08131175859e-103
