 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
above 8.23120159745e-103 1.92854364747e-102 6.81562839554e-103 9.49346152081e-103 6.20023259672e-103 5.07369118695e-103 1.07978121315e-102 1.96512349567e-102 0.00497561137025 1.31577760675e-102 1.52097400329e-102 0.00608010158267 1.37051099601e-102 1.15368064159e-102 1.06777210149e-102 1.26396836083e-102 7.79625114181e-103 1.46146512978e-102 0.00328947368421 1.44052737828e-102
absence 0.00823120159745 1.92854364747e-102 6.81562840091e-103 4.98832647956e-87 6.20023259672e-103 5.07369118695e-103 1.08632910931e-102 1.96512349567e-102 4.97561137025e-103 1.31577760675e-102 1.5209740071e-102 6.08010158267e-103 1.37051099601e-102 1.15368064159e-102 1.06777210149e-102 1.26396836083e-102 7.79625114181e-103 1.46146512978e-102 3.28947368421e-103 1.44052737828e-102
acceptance 8.23120159745e-103 1.92854364747e-102 6.81562839554e-103 9.49346152081e-103 0.00620023259672 5.07369118695e-103 1.07978121315e-102 1.96512349567e-102 4.97561137025e-103 1.31577760675e-102 1.52097400329e-102 6.08010158267e-103 1.37051099601e-102 1.15368064159e-102 1.67731175599e-56 1.26396836083e-102 7.79625114181e-103 1.46146512978e-102 3.28947368421e-103 1.44052737828e-102
account 8.23120159745e-103 1.92854364747e-102 6.81562839554e-103 9.49346152081e-103 6.20023259672e-103 5.07369118695e-103 1.07978121315e-102 1.96512349567e-102 4.97561137025e-103 1.31577760675e-102 1.52097400329e-102 6.08010158267e-103 1.37051099601e-102 1.15368064159e-102 1.06777210149e-102 1.26396836083e-102 7.79625114181e-103 1.46146512978e-102 0.00328947368421 1.44052737828e-102
accusing 8.23120159745e-103 1.92854364747e-102 6.81562839554e-103 9.49346152081e-103 6.20023259672e-103 5.07369118695e-103 1.07978121315e-102 1.24803491552e-91 4.97561137025e-103 1.31577760675e-102 1.52097400329e-102 6.08010158267e-103 1.37051099601e-102 1.15368064159e-102 1.06777210149e-102 1.26396836083e-102 0.00779625114181 1.46146512978e-102 3.28947368421e-103 1.44052737828e-102
acquaintance 8.23120159745e-103 1.92854364747e-102 6.81562839554e-103 9.49346152081e-103 6.20023259672e-103 0.00507369118695 1.07978121315e-102 1.96512349567e-102 4.97561137025e-103 1.31577760675e-102 1.52097400329e-102 6.08010158267e-103 1.37051099601e-102 1.15368064159e-102 1.06777210149e-102 1.26396836083e-102 7.79625114181e-103 1.46146512978e-102 3.28947368421e-103 1.44052737828e-102
adieu 8.23120159745e-103 1.92854364747e-102 6.81562839554e-103 9.49346152081e-103 6.20023259672e-103 5.07369118695e-103 1.07978121315e-102 1.96512349567e-102 4.97561137025e-103 1.31577760675e-102 1.52097400329e-102 6.08010158267e-103 1.37051099601e-102 1.15368064159e-102 1.06777210149e-102 1.26396836083e-102 7.79625114181e-103 1.46146512978e-102 0.00328947368421 1.44052737828e-102
advantage 8.23120159745e-103 7.45799854777e-92 6.81562839554e-103 9.49346152081e-103 6.20023259672e-103 5.07369118695e-103 1.07978121315e-102 1.96512349567e-102 0.00497561137025 1.31577760675e-102 1.52097400329e-102 6.08010158267e-103 1.37051099601e-102 1.15368064159e-102 1.06777210149e-102 1.26515410522e-102 7.79625114181e-103 1.46146512978e-102 3.28947368421e-103 1.44052737828e-102
after 8.23120159745e-103 1.92854364747e-102 6.81562839554e-103 9.49346152081e-103 0.00620023259672 5.07369118695e-103 1.07978121315e-102 2.45016870496e-55 4.97561137025e-103 1.31577760675e-102 1.52097400329e-102 6.08010158267e-103 1.37051099601e-102 1.15368064159e-102 2.33997494149e-59 1.26396836083e-102 0.0155925022836 1.46146512978e-102 3.28947368421e-103 1.44052737828e-102
again 8.23120159745e-103 1.92854364747e-102 6.81562839554e-103 9.49346152081e-103 6.20023259672e-103 5.07369118695e-103 1.07978121315e-102 1.96512349567e-102 4.97561137025e-103 1.31577760675e-102 1.52097400329e-102 0.00608010158267 1.37051099601e-102 1.15368064159e-102 1.06777210149e-102 1.26396836083e-102 7.79625114181e-103 1.46146512978e-102 0.00657894736842 1.44052737828e-102
